allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)
g00805_1_00009	g00805_1	epsE	Type II secretion system protein E	90	5	378	1	1	1	1	0	1	0	378	Type II secretion system protein E(379)	epsE(379)	399	1485	1477.03
g00454_00004	g00454	atpF	ATP synthase subunit b	90	17	264	1.02	1	2	0	5	0	5	269	ATP synthase subunit b(267):ATP synthase subunit delta(2)	atpF(267):atpD(2)	624	744	742.22
g00454_00005	g00454	atpF	ATP synthase subunit b	90	17	28	1	1	1	0	0	0	0	28	ATP synthase subunit b(28)	atpF(28)	744	759	744.54
g00454_00006	g00454	atpF	ATP synthase subunit b	90	17	2	1	1	1	0	0	0	0	2	ATP synthase subunit b(2)	atpF(2)	744	744	744.00
g00454_00007	g00454	atpF	ATP synthase subunit b	90	17	1	1	1	1	0	0	0	0	1	ATP synthase subunit b(1)	atpF(1)	744	744	744.00
g04194_00004	g04194	rnc	Ribonuclease 3	90	2	379	1	1	1	1	0	1	0	379	Ribonuclease 3(380)	rnc(380)	321	675	672.55
g00632_00004	g00632	ybiR	putative transporter	90	6	361	1.01	1	3	5	1	6	2	363	putative transporter(358):hypothetical protein(9):Inner membrane protein YbiR(2)	NA(367):ybiR(2)	267	1242	1207.02
g00632_00005	g00632	NA	hypothetical protein	90	6	15	1	1	1	0	0	0	0	15	hypothetical protein(15)	NA(15)	339	339	339.00
g03575_00004	g03575	NA	Putative multidrug export ATP-binding/permease protein	90	2	35	1.03	1	2	2	1	2	1	36	Putative multidrug export ATP-binding/permease protein(36):hypothetical protein(2):putative ABC transporter ATP-binding protein(1)	NA(39)	396	1794	1654.15
g00301_2_00007	g00301_2	ampH	hypothetical protein	90	5	72	1	1	1	1	0	1	0	72	hypothetical protein(68):D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH(5)	NA(68):ampH(5)	600	3120	3029.55
g02100_00004	g02100	NA	hypothetical protein	90	5	72	1	1	1	1	0	1	0	72	hypothetical protein(73)	NA(73)	417	1062	1048.15
g02100_00005	g02100	NA	hypothetical protein	90	5	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	1062	1062	1062.00
g02100_00006	g02100	NA	hypothetical protein	90	5	31	1	1	1	0	0	0	0	31	hypothetical protein(31)	NA(31)	1062	1062	1062.00
g02312_00004	g02312	trxB	Glucosaminate ammonia-lyase	90	4	379	1	1	1	2	0	2	0	379	Glucosaminate ammonia-lyase(379):Thioredoxin reductase(2)	NA(379):trxB(2)	342	951	946.31
g01989_00009	g01989	arnE	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	90	5	8	1	1	1	0	0	0	0	8	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE(8)	arnE(8)	1056	1056	1056.00
g01989_00010	g01989	arnE	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	90	5	2	1	1	1	0	0	0	0	2	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE(2)	arnE(2)	1056	1056	1056.00
g01989_00011	g01989	NA	hypothetical protein	90	5	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1059	1059	1059.00
g01989_00012	g01989	NA	hypothetical protein	90	5	70	1	1	1	1	0	1	0	70	hypothetical protein(71)	NA(71)	372	1062	1045.31
g01989_00013	g01989	NA	hypothetical protein	90	5	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1059	1059	1059.00
g01105_00004	g01105	NA	hypothetical protein	90	9	265	1	1	1	1	0	1	0	265	hypothetical protein(266)	NA(266)	198	1113	1105.50
g01612_00004	g01612	cugP	UTP--glucose-1-phosphate uridylyltransferase	90	7	379	1.00	1	2	2	1	2	1	380	UTP--glucose-1-phosphate uridylyltransferase(260):Glucose-1-phosphate thymidylyltransferase(112):Glucose-1-phosphate thymidylyltransferase 1(8):hypothetical protein(2)	cugP(260):rmlA(112):rfbA(8):NA(2)	195	663	658.99
g00938_00004	g00938	dsbD	Thiol:disulfide interchange protein DsbD	90	3	377	1.00	1	2	3	1	3	1	378	Thiol:disulfide interchange protein DsbD(380):hypothetical protein(1)	dsbD(380):NA(1)	156	1446	1335.71
g01083_1_00007	g01083_1	gadC	putative glutamate/gamma-aminobutyrate antiporter	90	2	379	1.00	1	2	4	1	4	1	380	putative glutamate/gamma-aminobutyrate antiporter(376):Glutamate/gamma-aminobutyrate antiporter(7):Inner membrane transporter YjeM(1)	gadC(383):yjeM(1)	279	1401	1367.14
g01283_00004	g01283	flhB	Flagellar biosynthetic protein FlhB	90	3	379	1	1	1	5	0	5	0	379	Flagellar biosynthetic protein FlhB(384)	flhB(384)	387	1278	1131.34
g00983_00004	g00983	bcr	Bicyclomycin resistance protein	90	5	377	1	1	1	3	0	3	0	377	Bicyclomycin resistance protein(380)	bcr(380)	270	1191	1180.85
g00350_3_00017	g00350_3	yegE	putative diguanylate cyclase YegE	90	2	2	1	1	1	0	0	0	0	2	putative diguanylate cyclase YegE(2)	yegE(2)	852	852	852.00
g00350_3_00018	g00350_3	yegE	putative diguanylate cyclase YegE	90	2	1	1	1	1	0	0	0	0	1	putative diguanylate cyclase YegE(1)	yegE(1)	849	849	849.00
g00384_00004	g00384	cadA	putative cadmium-transporting ATPase	90	14	151	1.02	1	2	2	3	2	3	154	putative cadmium-transporting ATPase(156)	cadA(156)	228	2187	2077.06
g00384_00005	g00384	cadA	putative cadmium-transporting ATPase	90	14	36	1	1	1	0	0	0	0	36	putative cadmium-transporting ATPase(36)	cadA(36)	1185	2157	2128.58
g00384_00006	g00384	cadA	putative cadmium-transporting ATPase	90	14	47	1	1	1	0	0	0	0	47	putative cadmium-transporting ATPase(47)	cadA(47)	2154	2154	2154.00
g00384_00007	g00384	cadA	putative cadmium-transporting ATPase	90	14	34	1	1	1	1	0	1	0	34	putative cadmium-transporting ATPase(35)	cadA(35)	819	2157	2094.34
g00384_00008	g00384	cadA	putative cadmium-transporting ATPase	90	14	141	1	1	1	1	0	1	0	141	putative cadmium-transporting ATPase(141):hypothetical protein(1)	cadA(141):NA(1)	447	2142	2118.30
g00384_00009	g00384	cadA	putative cadmium-transporting ATPase	90	14	2	1	1	1	0	0	0	0	2	putative cadmium-transporting ATPase(2)	cadA(2)	2178	2178	2178.00
g00384_00010	g00384	cadA	putative cadmium-transporting ATPase	90	14	1	1	1	1	0	0	0	0	1	putative cadmium-transporting ATPase(1)	cadA(1)	2154	2154	2154.00
g00384_00011	g00384	cadA	putative cadmium-transporting ATPase	90	14	23	1	1	1	0	0	0	0	23	putative cadmium-transporting ATPase(23)	cadA(23)	2136	2136	2136.00
g00657_2_00011	g00657_2	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	240	240	240.00
g00597_00004	g00597	NA	hypothetical protein	90	11	377	1	1	1	3	0	3	0	377	hypothetical protein(380)	NA(380)	372	1695	1674.57
g01121_00004	g01121	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	90	2	379	1.00	1	2	7	1	7	1	380	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex(388)	sucB(388)	174	1230	1200.13
g03304_2_00006	g03304_2	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	252	252	252.00
g03304_2_00007	g03304_2	NA	hypothetical protein	90	2	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	546	546	546.00
g00405_2_00008	g00405_2	cph2	hypothetical protein	90	4	211	1.01	1	2	1	2	1	2	213	hypothetical protein(212):Phytochrome-like protein cph2(2)	NA(212):cph2(2)	231	1704	543.64
g02067_00004	g02067	rfaF	ADP-heptose--LPS heptosyltransferase 2	90	4	53	1	1	1	2	0	2	0	53	ADP-heptose--LPS heptosyltransferase 2(51):hypothetical protein(3):Lipopolysaccharide core heptosyltransferase RfaQ(1)	rfaF(51):NA(3):rfaQ(1)	426	1149	1103.45
g00738_1_00007	g00738_1	moeZ	putative adenylyltransferase/sulfurtransferase MoeZ	90	8	379	1	1	1	2	0	2	0	379	putative adenylyltransferase/sulfurtransferase MoeZ(380):hypothetical protein(1)	moeZ(380):NA(1)	198	1164	1116.92
g00579_2_00012	g00579_2	NA	hypothetical protein	90	2	83	1	1	1	0	0	0	0	83	hypothetical protein(83)	NA(83)	246	456	453.47
g00579_2_00013	g00579_2	NA	hypothetical protein	90	2	47	1	1	1	0	0	0	0	47	hypothetical protein(47)	NA(47)	234	444	439.53
g02733_00004	g02733	acdA	Acyl-CoA dehydrogenase	90	1	379	1	1	1	2	0	2	0	379	Acyl-CoA dehydrogenase(381)	acdA(380):mmgC(1)	162	1161	1154.05
g02424_00004	g02424	NA	hypothetical protein	90	4	52	1	1	1	1	0	1	0	52	hypothetical protein(53)	NA(53)	216	1140	1089.23
g02424_00005	g02424	NA	hypothetical protein	90	4	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	726	726	726.00
g00341_1_00004	g00341_1	dosP	putative signaling protein	90	9	375	1.01	1	2	5	4	5	4	379	putative signaling protein(374):hypothetical protein(3):Nitrogen fixation regulatory protein(2):Oxygen sensor protein DosP(2):Cyclic di-GMP phosphodiesterase Gmr(2):putative diguanylate cyclase YegE(1)	NA(377):dosP(2):nifL(2):gmr(2):yegE(1)	240	2958	2873.55
g03249_00004	g03249	prfA	Peptide chain release factor RF1	90	1	379	1	1	1	3	0	3	0	379	Peptide chain release factor RF1(382)	prfA(382)	468	1089	1078.23
g02382_1_00004	g02382_1	ppsA	Phosphoenolpyruvate synthase	90	3	379	1	1	1	2	0	2	0	379	Phosphoenolpyruvate synthase(381)	ppsA(381)	252	2388	2372.98
g00255_00004	g00255	NA	hypothetical protein	90	4	378	1	1	1	3	0	3	0	378	hypothetical protein(381)	NA(381)	276	1494	1473.78
g00255_00005	g00255	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	255	255	255.00
g02285_00004	g02285	lcfB	Long-chain-fatty-acid--CoA ligase FadD15	90	2	379	1.01	1	2	3	2	3	2	381	Long-chain-fatty-acid--CoA ligase FadD15(381):hypothetical protein(2):Long-chain-fatty-acid--CoA ligase(1)	NA(383):lcfB(1)	129	1668	1643.87
g04882_00004	g04882	ychF	Ribosome-binding ATPase YchF	90	1	378	1	1	1	2	0	2	0	378	Ribosome-binding ATPase YchF(380)	ychF(380)	132	1092	1086.27
g00939_1_00012	g00939_1	NA	hypothetical protein	90	7	56	1.04	1	2	0	2	0	2	58	hypothetical protein(58)	NA(58)	321	2169	2092.45
g00939_1_00013	g00939_1	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1800	1800	1800.00
g00939_1_00014	g00939_1	NA	hypothetical protein	90	7	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2139	2139	2139.00
g00252_00007	g00252	xerC	Tyrosine recombinase XerC	90	18	54	1.09	1	2	0	5	0	5	59	Tyrosine recombinase XerC(59)	xerC(59)	1113	1128	1127.49
g00252_00008	g00252	xerD	Tyrosine recombinase XerD	90	18	75	1	1	1	1	0	1	0	75	Tyrosine recombinase XerD(74):hypothetical protein(2)	xerD(74):NA(2)	276	1128	1087.74
g00252_00009	g00252	xerC	Tyrosine recombinase XerC	90	18	9	1	1	1	0	0	0	0	9	Tyrosine recombinase XerC(8):hypothetical protein(1)	xerC(8):NA(1)	330	1128	1039.33
g00252_00010	g00252	xerC	Tyrosine recombinase XerC	90	18	32	1	1	1	1	0	1	0	32	Tyrosine recombinase XerC(18):hypothetical protein(13):Tyrosine recombinase XerD(2)	xerC(18):NA(13):xerD(2)	264	1128	986.00
g00252_00011	g00252	xerD	hypothetical protein	90	18	112	1	1	1	0	0	0	0	112	hypothetical protein(111):Tyrosine recombinase XerD(1)	NA(111):xerD(1)	612	1179	1151.36
g01252_00004	g01252	lptD	LPS-assembly protein LptD	90	1	379	1.01	1	4	6	1	6	3	382	LPS-assembly protein LptD(388):hypothetical protein(1)	lptD(388):NA(1)	177	2655	2544.74
g01822_00004	g01822	ysdC	Putative aminopeptidase YsdC	90	5	377	1	1	1	2	0	2	0	377	Putative aminopeptidase YsdC(379)	ysdC(379)	279	1125	1118.66
g05537_00004	g05537	NA	hypothetical protein	90	1	14	1.07	1	2	0	1	0	1	15	hypothetical protein(15)	NA(15)	144	144	144.00
g00729_00010	g00729	NA	hypothetical protein	90	13	28	1	1	1	7	0	7	0	28	hypothetical protein(35)	NA(35)	252	1308	997.54
g00729_00011	g00729	NA	hypothetical protein	90	13	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1308	1308	1308.00
g00729_00012	g00729	NA	hypothetical protein	90	13	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1299	1299	1299.00
g00729_00013	g00729	NA	hypothetical protein	90	13	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	519	519	519.00
g00729_00014	g00729	NA	hypothetical protein	90	13	19	1	1	1	0	0	0	0	19	hypothetical protein(19)	NA(19)	1299	1299	1299.00
g00729_00015	g00729	NA	hypothetical protein	90	13	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1224	1224	1224.00
g00729_00016	g00729	NA	hypothetical protein	90	13	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1215	1215	1215.00
g00729_00017	g00729	NA	hypothetical protein	90	13	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1191	1191	1191.00
g01725_2_00008	g01725_2	glpE	Thiosulfate sulfurtransferase GlpE	90	1	1	1	1	1	0	0	0	0	1	Thiosulfate sulfurtransferase GlpE(1)	glpE(1)	975	975	975.00
g00306_2_00013	g00306_2	NA	hypothetical protein	90	6	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	861	861	861.00
g00306_2_00014	g00306_2	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	861	861	861.00
g00306_2_00015	g00306_2	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	861	861	861.00
g00306_2_00016	g00306_2	NA	hypothetical protein	90	6	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	876	876	876.00
g03401_00004	g03401	yebC	putative transcriptional regulatory protein	90	1	379	1	1	1	1	0	1	0	379	putative transcriptional regulatory protein(379):putative transcriptional regulatory protein YebC(1)	NA(379):yebC(1)	291	744	741.75
g00481_1_00009	g00481_1	smc	hypothetical protein	90	13	40	1.02	1	2	31	1	31	1	41	hypothetical protein(65):Chromosome partition protein Smc(7)	NA(65):smc(7)	363	1215	577.96
g00481_1_00010	g00481_1	smc	Chromosome partition protein Smc	90	13	5	1	1	1	0	0	0	0	5	Chromosome partition protein Smc(3):hypothetical protein(2)	smc(3):NA(2)	372	1215	877.80
g00481_1_00011	g00481_1	smc	Chromosome partition protein Smc	90	13	1	1	1	1	0	0	0	0	1	Chromosome partition protein Smc(1)	smc(1)	1215	1215	1215.00
g00315_1_00007	g00315_1	NA	hypothetical protein	90	17	243	1.01	1	2	0	3	0	3	246	hypothetical protein(246)	NA(246)	432	432	432.00
g00315_1_00008	g00315_1	NA	hypothetical protein	90	17	64	1	1	1	0	0	0	0	64	hypothetical protein(64)	NA(64)	432	432	432.00
g04091_2_00006	g04091_2	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	402	402	402.00
g01268_00004	g01268	NA	hypothetical protein	90	6	378	1	1	1	3	0	3	0	378	hypothetical protein(381)	NA(381)	354	888	880.17
g00179_1_00015	g00179_1	NA	hypothetical protein	90	9	378	1	1	1	3	0	3	0	378	hypothetical protein(381)	NA(381)	255	759	753.02
g00264_1_00010	g00264_1	NA	hypothetical protein	90	4	376	1	1	1	3	0	3	0	376	hypothetical protein(379)	NA(379)	465	894	887.21
g00479_00006	g00479	NA	hypothetical protein	90	14	341	1	1	1	1	0	1	0	341	hypothetical protein(342)	NA(342)	567	1386	1271.92
g00479_00007	g00479	NA	hypothetical protein	90	14	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	1251	1251	1251.00
g00479_00008	g00479	NA	hypothetical protein	90	14	21	1	1	1	0	0	0	0	21	hypothetical protein(21)	NA(21)	1251	1251	1251.00
g00479_00009	g00479	NA	hypothetical protein	90	14	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	1251	1251	1251.00
g00479_00010	g00479	NA	hypothetical protein	90	14	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	1314	1314	1314.00
g00643_00006	g00643	NA	hypothetical protein	90	14	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	2589	2598	2594.40
g00643_00007	g00643	NA	hypothetical protein	90	14	33	1	1	1	0	0	0	0	33	hypothetical protein(33)	NA(33)	603	2598	2537.55
g00643_00008	g00643	NA	hypothetical protein	90	14	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2598	2598	2598.00
g00643_00009	g00643	NA	hypothetical protein	90	14	2	1.50	1	2	0	1	0	1	3	hypothetical protein(3)	NA(3)	156	2598	1696.00
g00643_00010	g00643	NA	hypothetical protein	90	14	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2598	2598	2598.00
g00643_00011	g00643	NA	hypothetical protein	90	14	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	2598	2598	2598.00
g01336_00004	g01336	NA	hypothetical protein	90	6	64	1.02	1	2	0	1	0	1	65	hypothetical protein(65)	NA(65)	213	399	319.66
g01336_00005	g01336	NA	hypothetical protein	90	6	20	1	1	1	0	0	0	0	20	hypothetical protein(20)	NA(20)	264	264	264.00
g01336_00006	g01336	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	273	273	273.00
g01336_00007	g01336	NA	hypothetical protein	90	6	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	264	264	264.00
g02440_00004	g02440	crt	Short-chain-enoyl-CoA hydratase	90	4	379	1	1	1	5	0	5	0	379	Short-chain-enoyl-CoA hydratase(379):hypothetical protein(5)	crt(379):NA(5)	135	1059	1044.78
g01557_00004	g01557	arnT	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	90	7	378	1	1	1	2	0	2	0	378	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase(378):hypothetical protein(2)	arnT(378):NA(2)	387	1386	1378.47
g01227_00004	g01227	dnaX	DNA polymerase III subunit tau	90	9	377	1	1	1	1	0	1	0	377	DNA polymerase III subunit tau(377):hypothetical protein(1)	dnaX(377):NA(1)	216	1671	1666.65
g00502_00004	g00502	NA	hypothetical protein	90	14	374	1	1	1	1	0	1	0	374	hypothetical protein(375)	NA(375)	378	699	697.39
g00517_2_00015	g00517_2	NA	hypothetical protein	90	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1689	1689	1689.00
g00630_00004	g00630	NA	hypothetical protein	90	5	379	1.01	1	2	3	2	3	2	381	hypothetical protein(384)	NA(384)	135	2910	2853.22
g03935_2_00007	g03935_2	NA	hypothetical protein	90	1	34	1	1	1	0	0	0	0	34	hypothetical protein(34)	NA(34)	207	207	207.00
g00555_00004	g00555	NA	hypothetical protein	90	13	377	1	1	1	2	0	2	0	377	hypothetical protein(379)	NA(379)	363	1068	1038.55
g01540_00004	g01540	fkbM	31-O-demethyl-FK506 methyltransferase FkbM	90	7	378	1	1	1	3	0	3	0	378	31-O-demethyl-FK506 methyltransferase FkbM(376):3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase(3):L-tyrosine C(3)-methyltransferase(3)	fkbM(376):aziB2(3):sfmM2(3)	333	1893	1867.17
g01325_00004	g01325	recF	DNA replication and repair protein RecF	90	7	377	1	1	1	2	0	2	0	377	DNA replication and repair protein RecF(379)	recF(379)	138	1062	1053.11
g00272_2_00007	g00272_2	dinB1	DNA polymerase IV 1	90	11	190	1.09	1	2	2	18	2	18	208	DNA polymerase IV 1(195):DNA polymerase IV(8):hypothetical protein(7)	dinB1(195):dinB(8):NA(7)	204	1263	1192.06
g00272_2_00008	g00272_2	dinB1	DNA polymerase IV 1	90	11	1	1	1	1	0	0	0	0	1	DNA polymerase IV 1(1)	dinB1(1)	1263	1263	1263.00
g00272_2_00009	g00272_2	dinB1	DNA polymerase IV 1	90	11	1	1	1	1	0	0	0	0	1	DNA polymerase IV 1(1)	dinB1(1)	1263	1263	1263.00
g00272_2_00010	g00272_2	dinB1	DNA polymerase IV 1	90	11	2	1	1	1	0	0	0	0	2	DNA polymerase IV 1(2)	dinB1(2)	1260	1260	1260.00
g00864_1_00008	g00864_1	intQ	Putative defective protein IntQ	90	5	75	1	1	1	2	0	2	0	75	Putative defective protein IntQ(74):hypothetical protein(2):Putative prophage phiRv2 integrase(1)	intQ(74):NA(3)	513	1077	1041.82
g00864_1_00009	g00864_1	intQ	Putative defective protein IntQ	90	5	2	1	1	1	0	0	0	0	2	Putative defective protein IntQ(2)	intQ(2)	1062	1068	1065.00
g00864_1_00010	g00864_1	intQ	Putative defective protein IntQ	90	5	1	1	1	1	0	0	0	0	1	Putative defective protein IntQ(1)	intQ(1)	1059	1059	1059.00
g03366_1_00005	g03366_1	parB	putative chromosome-partitioning protein ParB	90	2	41	1	1	1	0	0	0	0	41	putative chromosome-partitioning protein ParB(41)	parB(41)	321	846	822.37
g04299_00006	g04299	NA	hypothetical protein	90	2	118	1	1	1	0	0	0	0	118	hypothetical protein(118)	NA(118)	783	783	783.00
g04299_00007	g04299	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	753	753	753.00
g00208_1_00007	g00208_1	czcC	Cobalt-zinc-cadmium resistance protein CzcC	90	6	344	1	1	1	2	0	2	0	344	Cobalt-zinc-cadmium resistance protein CzcC(343):hypothetical protein(3)	czcC(343):NA(3)	417	1356	1308.95
g00365_2_00009	g00365_2	sdeA	Ubiquitinating/deubiquitinating enzyme SdeA	90	7	187	1	1	1	2	0	2	0	187	Ubiquitinating/deubiquitinating enzyme SdeA(187):hypothetical protein(2)	sdeA(187):NA(2)	246	2025	2000.44
g00365_2_00010	g00365_2	sdeA	Ubiquitinating/deubiquitinating enzyme SdeA	90	7	2	1	1	1	0	0	0	0	2	Ubiquitinating/deubiquitinating enzyme SdeA(2)	sdeA(2)	2055	2055	2055.00
g00365_2_00011	g00365_2	sdeA	Ubiquitinating/deubiquitinating enzyme SdeA	90	7	15	1	1	1	0	0	0	0	15	Ubiquitinating/deubiquitinating enzyme SdeA(15)	sdeA(15)	2055	2055	2055.00
g00347_1_00007	g00347_1	adrA	putative diguanylate cyclase AdrA	90	14	350	1	1	1	12	0	12	0	350	putative diguanylate cyclase AdrA(330):hypothetical protein(32)	adrA(330):NA(32)	129	1071	843.31
g00347_1_00008	g00347_1	adrA	putative diguanylate cyclase AdrA	90	14	29	1	1	1	1	0	1	0	29	putative diguanylate cyclase AdrA(29):hypothetical protein(1)	adrA(29):NA(1)	522	1071	1035.10
g02042_1_00004	g02042_1	NA	hypothetical protein	90	2	24	1.42	1	7	0	3	0	10	34	hypothetical protein(34)	NA(34)	231	1266	1171.06
g00198_2_00006	g00198_2	NA	hypothetical protein	90	14	199	1	1	1	1	0	1	0	199	hypothetical protein(200)	NA(200)	462	2775	2760.68
g00198_2_00007	g00198_2	NA	hypothetical protein	90	14	5	1	1	1	0	0	0	0	5	hypothetical protein(5)	NA(5)	2778	2778	2778.00
g00198_2_00008	g00198_2	NA	hypothetical protein	90	14	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	2796	2796	2796.00
g00567_1_00007	g00567_1	NA	hypothetical protein	90	10	87	1.05	1	3	1	3	1	4	91	hypothetical protein(92)	NA(92)	249	804	786.52
g01906_00006	g01906	NA	hypothetical protein	90	7	20	1.20	1	4	0	2	0	4	24	hypothetical protein(24)	NA(24)	342	357	352.75
g01906_00007	g01906	NA	hypothetical protein	90	7	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	342	342	342.00
g00957_1_00007	g00957_1	atpD	ATP synthase subunit beta	90	8	292	1.02	1	2	2	5	2	5	297	ATP synthase subunit beta(299)	atpD(299)	246	1425	1394.51
g03440_00004	g03440	NA	hypothetical protein	90	3	79	1	1	1	0	0	0	0	79	hypothetical protein(79)	NA(79)	267	369	367.71
g03440_00005	g03440	NA	hypothetical protein	90	3	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	276	369	338.00
g02825_00004	g02825	NA	hypothetical protein	90	4	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	828	828	828.00
g02825_00005	g02825	NA	hypothetical protein	90	4	22	1	1	1	0	0	0	0	22	hypothetical protein(22)	NA(22)	234	234	234.00
g02825_00006	g02825	NA	hypothetical protein	90	4	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	828	828	828.00
g00994_00004	g00994	pao	Pseudooxynicotine oxidase	90	11	378	1	1	1	1	0	1	0	378	Pseudooxynicotine oxidase(378):Putative flavin-containing monoamine oxidase AofH(1)	pao(378):aofH(1)	597	1488	1484.08
g04496_00004	g04496	sucD	Succinate--CoA ligase [ADP-forming] subunit alpha	90	1	379	1	1	1	1	0	1	0	379	Succinate--CoA ligase [ADP-forming] subunit alpha(380)	sucD(380)	402	876	873.66
g00302_2_00007	g00302_2	NA	hypothetical protein	90	11	347	1	1	1	1	0	1	0	347	hypothetical protein(349)	NA(349)	216	2019	1998.97
g00302_2_00008	g00302_2	NA	hypothetical protein	90	11	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	2025	2025	2025.00
g00302_2_00009	g00302_2	NA	hypothetical protein	90	11	28	1	1	1	0	0	0	0	28	hypothetical protein(28)	NA(28)	2022	2022	2022.00
g02302_2_00004	g02302_2	NA	hypothetical protein	90	2	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	267	975	621.00
g02256_00004	g02256	thyA	Thymidylate synthase	90	6	377	1.01	1	4	1	1	1	3	380	Thymidylate synthase(381)	thyA(381)	336	822	792.76
g04066_00004	g04066	clpP	ATP-dependent Clp protease proteolytic subunit	90	1	377	1	1	1	1	0	1	0	377	ATP-dependent Clp protease proteolytic subunit(378)	clpP(378)	234	645	643.25
g03017_00004	g03017	rsmA	Ribosomal RNA small subunit methyltransferase A	90	4	378	1	1	1	1	0	1	0	378	Ribosomal RNA small subunit methyltransferase A(379)	rsmA(379)	144	771	765.00
g01470_00004	g01470	NA	hypothetical protein	90	8	185	1.01	1	2	0	1	0	1	186	hypothetical protein(186)	NA(186)	660	1023	959.68
g02857_00004	g02857	NA	hypothetical protein	90	2	379	1	1	1	2	0	2	0	379	hypothetical protein(381)	NA(381)	159	558	555.09
g02816_00006	g02816	NA	hypothetical protein	90	3	84	1.01	1	2	1	1	1	1	85	hypothetical protein(86)	NA(86)	261	750	739.99
g02816_00007	g02816	NA	hypothetical protein	90	3	19	1	1	1	0	0	0	0	19	hypothetical protein(19)	NA(19)	750	750	750.00
g02816_00008	g02816	NA	hypothetical protein	90	3	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	588	588	588.00
