allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)
g00233_00015	g00233	repA	replication initiator protein A	90	36	129	1.01	1	2	83	1	83	1	130	replication initiator protein A(123):hypothetical protein(94)	repA(123):NA(94)	216	1122	537.64
g00233_00016	g00233	NA	hypothetical protein	90	36	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	435	486	460.50
g00233_00017	g00233	NA	hypothetical protein	90	36	3	1	1	1	0	0	0	0	3	hypothetical protein(3)	NA(3)	423	423	423.00
g00233_00019	g00233	repA	replication initiator protein A	90	36	24	1.21	1	2	6	5	6	5	29	replication initiator protein A(22):hypothetical protein(13)	repA(22):NA(13)	465	1026	652.63
g00233_00020	g00233	repA	replication initiator protein A	90	36	7	1	1	1	0	0	0	0	7	replication initiator protein A(7)	repA(7)	954	957	956.57
g00233_00021	g00233	repA	replication initiator protein A	90	36	105	1.03	1	2	0	3	0	3	108	replication initiator protein A(108)	repA(108)	276	507	278.14
g00233_00022	g00233	repA	replication initiator protein A	90	36	4	2	1	3	0	2	0	4	8	replication initiator protein A(4):hypothetical protein(4)	NA(4):repA(4)	432	993	583.12
g00233_00023	g00233	repA	replication initiator protein A	90	36	4	1.25	1	2	0	1	0	1	5	replication initiator protein A(4):hypothetical protein(1)	repA(4):NA(1)	225	990	538.80
g00233_00024	g00233	repA	replication initiator protein A	90	36	162	1.05	1	2	0	8	0	8	170	replication initiator protein A(168):hypothetical protein(2)	repA(168):NA(2)	423	948	934.66
g00233_00025	g00233	repA	replication initiator protein A	90	36	6	1	1	1	0	0	0	0	6	replication initiator protein A(5):hypothetical protein(1)	repA(5):NA(1)	387	936	831.50
g00233_00026	g00233	repA	replication initiator protein A	90	36	3	1.33	1	2	0	1	0	1	4	replication initiator protein A(3):hypothetical protein(1)	repA(3):NA(1)	384	921	656.25
g01347_00004	g01347	nagA	putative N-acetylglucosamine-6-phosphate deacetylase	90	6	778	1.00	1	2	0	1	0	1	779	putative N-acetylglucosamine-6-phosphate deacetylase(779)	nagA(779)	1182	1182	1182.00
g04044_00004	g04044	sbnl	siderophore staphylobactin biosynthesis protein SbnI	90	1	778	1.00	1	2	0	1	0	1	779	siderophore staphylobactin biosynthesis protein SbnI(779)	sbnl(779)	678	768	764.89
g00314_2_00021	g00314_2	NA	hypothetical protein	90	3	33	1	1	1	0	0	0	0	33	hypothetical protein(33)	NA(33)	555	573	556.64
g02104_00004	g02104	NA	hypothetical protein	90	1	23	1.04	1	2	9	1	9	1	24	hypothetical protein(35)	NA(35)	186	1689	1038.51
g00926_1_00008	g00926_1	NA	phage terminase small subunit	90	3	372	1.01	1	2	0	3	0	3	375	phage terminase small subunit(374):phage minor structural protein(1)	NA(375)	213	732	283.42
g00881_1_00006	g00881_1	NA	hypothetical protein	90	3	28	1.04	1	2	0	1	0	1	29	hypothetical protein(29)	NA(29)	168	168	168.00
g02528_00004	g02528	NA	Holliday junction resolvase	90	1	777	1.00	1	2	1	1	1	1	778	Holliday junction resolvase(779)	NA(779)	183	429	428.43
g01923_1_00006	g01923_1	NA	hypothetical protein	90	2	292	1	1	1	0	0	0	0	292	hypothetical protein(292)	NA(292)	204	330	321.06
g00404_00004	g00404	fmhA	hypothetical protein	90	9	351	1.01	1	2	0	3	0	3	354	hypothetical protein(353):FemAB family peptidoglycan biosynthesis protein(1)	NA(353):fmhA(1)	168	903	288.71
g00404_00005	g00404	NA	hypothetical protein	90	9	213	1.00	1	2	0	1	0	1	214	hypothetical protein(214)	NA(214)	288	288	288.00
g01799_00007	g01799	repB	Replication protein RepB	90	4	3	1	1	1	1	0	1	0	3	Replication protein RepB(3):hypothetical protein(1)	repB(3):NA(1)	279	600	453.75
g01086_00005	g01086	NA	hypothetical protein	90	7	86	1	1	1	0	0	0	0	86	hypothetical protein(86)	NA(86)	186	198	192.00
g01086_00006	g01086	NA	hypothetical protein	90	7	26	1	1	1	0	0	0	0	26	hypothetical protein(26)	NA(26)	201	201	201.00
g01240_00004	g01240	tag	DNA-3-methyladenine glycosylase I	90	6	775	1.00	1	2	2	2	2	2	777	DNA-3-methyladenine glycosylase I(779)	tag(779)	150	561	558.75
g01339_1_00005	g01339_1	ltrA	low temperature requirement protein A	90	2	776	1.01	1	2	6	6	6	6	782	low temperature requirement protein A(788)	ltrA(788)	192	1134	1123.68
g00610_00004	g00610	NA	RNA polymerase factor sigma-70	90	10	777	1	1	1	2	0	2	0	777	RNA polymerase factor sigma-70(779)	NA(779)	216	570	562.29
g02308_00004	g02308	NA	hypothetical protein	90	3	770	1.01	1	2	0	4	0	4	774	hypothetical protein(774)	NA(774)	390	396	390.02
g02238_00004	g02238	NA	putative G3E family GTPase	90	3	777	1.00	1	2	0	2	0	2	779	putative G3E family GTPase(779)	NA(779)	732	978	926.31
g02327_1_00005	g02327_1	NA	hypothetical protein	90	1	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	348	348	348.00
g00384_1_00009	g00384_1	NA	putative DNA-binding protein	90	16	730	1.01	1	2	0	8	0	8	738	putative DNA-binding protein(738)	NA(738)	144	327	193.69
g00946_00004	g00946	NA	rhodanese domain sulfurtransferase	90	8	774	1.00	1	2	2	1	2	1	775	rhodanese domain sulfurtransferase(777)	NA(777)	231	957	953.09
g01984_2_00004	g01984_2	NA	pyridine nucleotide-disulfide reductase	90	1	2	1	1	1	0	0	0	0	2	pyridine nucleotide-disulfide reductase(2)	NA(2)	525	525	525.00
g00649_00004	g00649	NA	metal-dependent membrane protease	90	12	778	1.00	1	2	2	2	2	2	780	metal-dependent membrane protease(782)	NA(782)	276	1275	1255.59
g01683_00004	g01683	rbsA	ABC superfamily ATP binding cassette transporter%2C ABC protein	90	2	238	1.00	1	2	2	1	2	1	239	ABC superfamily ATP binding cassette transporter%2C ABC protein(236):iron (Fe3+) ABC superfamily ATP binding cassette transporter%2C ABC protein(2):Ribose import ATP-binding protein RbsA(2):cobalt transporter ATP-binding subunit(1)	NA(236):rbsA(2):fhuA(2):cbiO(1)	267	723	705.93
g00556_00004	g00556	NA	ABC superfamily ATP binding cassette transporter%2C ABC protein	90	15	778	1.01	1	2	5	7	5	7	785	ABC superfamily ATP binding cassette transporter%2C ABC protein(790)	NA(790)	219	849	837.44
g02673_00004	g02673	lysK	[LysW]-lysine hydrolase	90	1	62	1	1	1	1	0	1	0	62	[LysW]-lysine hydrolase(61):succinyl-diaminopimelate desuccinylase(2)	lysK(61):argE(2)	468	1842	1790.62
g00220_1_00005	g00220_1	NA	phage holin	90	57	267	1.07	1	2	0	20	0	20	287	phage holin(287)	NA(287)	303	438	436.76
g00365_1_00010	g00365_1	NA	hypothetical protein	90	19	117	1	1	1	0	0	0	0	117	hypothetical protein(117)	NA(117)	318	684	619.33
g00365_1_00011	g00365_1	NA	hypothetical protein	90	19	67	1.01	1	2	0	1	0	1	68	hypothetical protein(68)	NA(68)	615	615	615.00
g00365_1_00012	g00365_1	NA	hypothetical protein	90	19	4	1	1	1	0	0	0	0	4	hypothetical protein(4)	NA(4)	591	591	591.00
g00365_1_00013	g00365_1	NA	hypothetical protein	90	19	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	624	624	624.00
g00365_1_00014	g00365_1	NA	hypothetical protein	90	19	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	636	636	636.00
g01496_00004	g01496	ohrR	MarR family transcriptional regulator	90	5	132	1.01	1	2	0	1	0	1	133	MarR family transcriptional regulator(119):Organic hydroperoxide resistance transcriptional regulator(14)	NA(119):ohrR(14)	420	420	420.00
g00570_1_00007	g00570_1	NA	hypothetical protein	90	1	223	1.08	1	7	1	8	1	18	241	hypothetical protein(242)	NA(242)	123	828	705.92
g00481_1_00006	g00481_1	NA	putative abortive infection bacteriophage resistance protein	90	7	519	1.00	1	2	26	1	26	1	520	putative abortive infection bacteriophage resistance protein(548)	NA(548)	138	993	919.36
g00295_2_00009	g00295_2	NA	bacteriophage integrase	90	3	88	1.01	1	2	5	1	5	1	89	bacteriophage integrase(84):pathogenicity island protein%2C integrase(7):hypothetical protein(3)	NA(94)	129	1128	1052.97
g00295_2_00010	g00295_2	NA	bacteriophage integrase	90	3	2	1	1	1	0	0	0	0	2	bacteriophage integrase(2)	NA(2)	1125	1125	1125.00
g01280_00004	g01280	bepA	Beta-barrel assembly-enhancing protease	90	1	777	1.00	1	2	4	1	4	1	778	Beta-barrel assembly-enhancing protease(448):hypothetical protein(334)	bepA(448):NA(334)	126	1443	1429.71
g00587_00006	g00587	NA	major tail protein	90	14	308	1.01	1	2	0	2	0	2	310	major tail protein(310)	NA(310)	330	456	455.59
g00587_00007	g00587	NA	major tail protein	90	14	5	1	1	1	0	0	0	0	5	major tail protein(5)	NA(5)	453	456	453.60
g00587_00008	g00587	NA	major tail protein	90	14	2	1	1	1	0	0	0	0	2	major tail protein(2)	NA(2)	450	450	450.00
g02567_00004	g02567	NA	M24B family Xaa-Pro dipeptidase	90	1	778	1.00	1	2	1	3	1	3	781	M24B family Xaa-Pro dipeptidase(782)	NA(782)	321	1062	1057.96
g02100_00004	g02100	nusA	transcription termination-antitermination factor	90	2	778	1	1	1	1	0	1	0	778	transcription termination-antitermination factor(779)	nusA(779)	405	1191	1174.12
g00378_1_00008	g00378_1	NA	hypothetical protein	90	13	220	1.04	1	2	0	9	0	9	229	hypothetical protein(229)	NA(229)	273	444	441.92
g04146_00004	g04146	yycH	two-component regulator YycH	90	1	778	1	1	1	1	0	1	0	778	two-component regulator YycH(779)	yycH(779)	465	1335	1332.84
g00279_2_00004	g00279_2	ausA	hypothetical protein	90	19	169	1.01	1	2	0	1	0	1	170	hypothetical protein(167):aureusimine non-ribosomal peptide synthetase(3)	NA(167):ausA(3)	135	975	146.66
g00856_2_00006	g00856_2	kdpD	osmosensitive K+ channel histidine kinase	90	1	33	1.03	1	2	0	1	0	1	34	osmosensitive K+ channel histidine kinase(34)	kdpD(34)	2592	2670	2663.12
g02868_00004	g02868	NA	hypothetical protein	90	2	58	1	1	1	4	0	4	0	58	hypothetical protein(62)	NA(62)	276	1368	1277.32
g01880_00004	g01880	truA	putative tRNA pseudouridine synthase	90	4	778	1.01	1	2	0	4	0	4	782	putative tRNA pseudouridine synthase(782)	truA(782)	795	828	803.35
g00807_00004	g00807	NA	sulfite exporter TauE/SafE-like protein	90	4	778	1.01	1	2	1	7	1	7	785	sulfite exporter TauE/SafE-like protein(786)	NA(786)	288	792	768.06
g00491_00004	g00491	NA	haloacid dehalogenase-like hydrolase	90	16	778	1.00	1	2	4	1	4	1	779	haloacid dehalogenase-like hydrolase(783)	NA(783)	150	870	853.56
g00170_1_00014	g00170_1	brnQ	branched-chain amino acid permease%2C BrnQ_1	90	2	778	1.00	1	2	0	2	0	2	780	branched-chain amino acid permease%2C BrnQ_1(780)	brnQ(780)	441	1623	1340.08
g01504_00004	g01504	NA	hypothetical protein	90	1	775	1	1	1	4	0	4	0	775	hypothetical protein(779)	NA(779)	255	915	870.54
g03843_00004	g03843	acoA	2-oxoisovalerate dehydrogenase subunit alpha	90	1	778	1.00	1	2	0	3	0	3	781	2-oxoisovalerate dehydrogenase subunit alpha(781)	acoA(781)	993	993	993.00
g01937_00004	g01937	purS	phosphoribosylformylglycinamidine synthase subunit PurS	90	4	778	1.00	1	2	0	1	0	1	779	phosphoribosylformylglycinamidine synthase subunit PurS(779)	purS(779)	264	264	264.00
g04298_00004	g04298	rsfS	Ribosomal silencing factor RsfS	90	1	778	1.00	1	2	0	1	0	1	779	Ribosomal silencing factor RsfS(779)	rsfS(779)	324	354	353.95
g03674_00004	g03674	NA	hypothetical protein	90	1	2	1	1	1	1	0	1	0	2	hypothetical protein(3)	NA(3)	540	1803	1198.00
g00391_1_00007	g00391_1	NA	maltose O-acetyltransferase	90	10	778	1.00	1	2	1	1	1	1	779	maltose O-acetyltransferase(780)	NA(780)	300	609	598.86
g01085_1_00007	g01085_1	NA	putative transcriptional regulator	90	7	778	1.01	1	2	0	7	0	7	785	putative transcriptional regulator(785)	NA(785)	204	204	204.00
g00781_00004	g00781	crcB	camphor resistance protein CrcB_1	90	11	778	1.00	1	2	0	3	0	3	781	camphor resistance protein CrcB_1(781)	crcB(781)	333	354	353.97
g02035_00004	g02035	mgtE	MgtE family magnesium (Mg2+)/cobalt (Co2+) transporter-E	90	1	778	1.00	1	2	1	3	1	3	781	MgtE family magnesium (Mg2+)/cobalt (Co2+) transporter-E(782)	mgtE(782)	471	1392	1378.29
g04114_00004	g04114	dnaB	chromosome replication initiation and membrane attachment protein	90	1	777	1.00	1	2	0	2	0	2	779	chromosome replication initiation and membrane attachment protein(779)	dnaB(779)	345	1401	1399.60
g00842_1_00007	g00842_1	NA	putative replication-associated protein	90	9	173	1.04	1	2	0	7	0	7	180	putative replication-associated protein(180)	NA(180)	294	771	760.30
g00395_1_00004	g00395_1	NA	hypothetical protein	90	5	777	1.01	1	2	416	4	416	4	781	hypothetical protein(773):accessory gene regulator protein C(419):staphylococcal accessory gene regulator protein C(17)	NA(1209)	177	1320	557.08
g00693_00006	g00693	sep	enterotoxin P%2C phage associated	90	8	355	1.01	1	2	2	3	2	3	358	enterotoxin P%2C phage associated(358):hypothetical protein(1):staphylococcal enterotoxin type I(1)	sep(358):NA(1):sem(1)	180	777	758.72
g00325_7_00027	g00325_7	NA	antimicrobial peptide ABC transporter ATPase	90	1	244	1.00	1	2	2	1	2	1	245	antimicrobial peptide ABC transporter ATPase(241):ABC transporter ATP-binding protein(6)	NA(247)	168	681	668.78
g03625_00004	g03625	tex	transcription accessory protein (S1 RNA binding)	90	1	778	1	1	1	3	0	3	0	778	transcription accessory protein (S1 RNA binding)(781)	tex(781)	561	2151	2126.35
g02297_00004	g02297	ulaA	PTS system ascorbate-specific IIC component	90	3	778	1.01	1	2	1	5	1	5	783	PTS system ascorbate-specific IIC component(784)	ulaA(784)	210	1347	1344.09
g02754_00004	g02754	yhaM	3'-5' exoribonuclease YhaM	90	1	778	1.00	1	2	0	3	0	3	781	3'-5' exoribonuclease YhaM(781)	yhaM(781)	930	945	941.99
g00243_00004	g00243	set6	superantigen-like protein	90	47	273	1.01	1	2	0	2	0	2	275	superantigen-like protein(275)	NA(270):set6(5)	297	774	680.28
g00243_00005	g00243	set6	superantigen-like protein	90	47	303	1	1	1	0	0	0	0	303	superantigen-like protein(303)	set6(302):NA(1)	408	774	678.27
g00243_00006	g00243	set6	superantigen-like protein	90	47	105	1	1	1	0	0	0	0	105	superantigen-like protein(105)	set6(76):NA(29)	681	774	681.89
g00243_00007	g00243	set6	superantigen-like protein	90	47	66	1	1	1	1	0	1	0	66	superantigen-like protein(67)	set6(50):NA(17)	228	774	692.46
g00243_00008	g00243	NA	superantigen-like protein	90	47	17	1	1	1	0	0	0	0	17	superantigen-like protein(17)	NA(17)	747	774	772.41
g00243_00009	g00243	NA	superantigen-like protein	90	47	3	1	1	1	0	0	0	0	3	superantigen-like protein(3)	NA(3)	681	774	743.00
g00243_00010	g00243	NA	superantigen-like protein	90	47	3	1	1	1	0	0	0	0	3	superantigen-like protein(3)	NA(3)	681	681	681.00
g00911_00006	g00911	NA	phage portal protein%2C SPP1 family	90	6	125	1	1	1	1	0	1	0	125	phage portal protein%2C SPP1 family(123):hypothetical protein(3)	NA(126)	471	1449	1401.60
g00911_00007	g00911	NA	phage portal protein%2C SPP1 family	90	6	32	1.03	1	2	0	1	0	1	33	phage portal protein%2C SPP1 family(33)	NA(33)	1458	1458	1458.00
g00911_00008	g00911	NA	hypothetical protein	90	6	2	1	1	1	0	0	0	0	2	hypothetical protein(1):phage portal protein%2C SPP1 family(1)	NA(2)	1446	1446	1446.00
g00797_1_00004	g00797_1	NA	putative flavin reductase	90	1	776	1.00	1	2	16	1	16	1	777	putative flavin reductase(793)	NA(793)	147	870	679.43
g01736_00004	g01736	NA	hypothetical protein	90	4	4	1.25	1	2	0	1	0	1	5	hypothetical protein(5)	NA(5)	294	414	388.20
g01736_00005	g01736	NA	hypothetical protein	90	4	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	411	411	411.00
g00748_00004	g00748	NA	putative staphylococcal lipoprotein	90	4	572	1.00	1	2	3	1	3	1	573	putative staphylococcal lipoprotein(576)	NA(576)	123	774	765.73
g01531_1_00004	g01531_1	NA	glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein	90	1	778	1	1	1	24	0	24	0	778	glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein(802)	NA(802)	126	798	767.24
g00408_00004	g00408	NA	hypothetical protein	90	6	778	1.00	1	2	0	1	0	1	779	hypothetical protein(779)	NA(779)	219	324	298.99
g04137_00004	g04137	gcvPA	glycine dehydrogenase%2C subunit 1 (glycine cleavage system P protein)	90	1	778	1.00	1	2	1	3	1	3	781	glycine dehydrogenase%2C subunit 1 (glycine cleavage system P protein)(782)	gcvPA(782)	438	1347	1343.97
g00808_1_00007	g00808_1	NA	hypothetical protein	90	8	273	1.03	1	3	4	7	4	9	282	hypothetical protein(286)	NA(286)	123	618	594.77
g03497_00004	g03497	adk	Nucleoside-triphosphate--adenylate kinase	90	1	778	1.01	1	2	0	4	0	4	782	Nucleoside-triphosphate--adenylate kinase(782)	adk(782)	648	648	648.00
g00380_00004	g00380	NA	PTS system glucose-specific IIA component	90	19	511	1	1	1	0	0	0	0	511	PTS system glucose-specific IIA component(511)	NA(511)	450	798	782.97
g00380_00005	g00380	NA	PTS system glucose-specific IIA component	90	19	279	1.00	1	2	4	1	4	1	280	PTS system glucose-specific IIA component(284)	NA(284)	231	792	757.13
g00431_00004	g00431	NA	NAD-dependent deacetylase	90	14	778	1	1	1	2	0	2	0	778	NAD-dependent deacetylase(780)	NA(780)	195	741	736.06
g00257_3_00004	g00257_3	NA	hypothetical protein	90	4	74	1	1	1	0	0	0	0	74	hypothetical protein(74)	NA(74)	384	402	385.05
g02127_00004	g02127	NA	GTP pyrophosphokinase	90	3	778	1.00	1	2	0	2	0	2	780	GTP pyrophosphokinase(780)	NA(780)	459	693	692.63
g01168_00004	g01168	thiE	putative thiamine-phosphate pyrophosphorylase	90	4	778	1	1	1	1	0	1	0	778	putative thiamine-phosphate pyrophosphorylase(779)	thiE(779)	186	651	640.94
g02990_00004	g02990	NA	hypothetical protein	90	1	771	1.00	1	2	0	1	0	1	772	hypothetical protein(772)	NA(772)	195	255	254.87
g02984_00004	g02984	NA	hypothetical protein	90	2	778	1.00	1	2	0	3	0	3	781	hypothetical protein(781)	NA(781)	261	261	261.00
g00604_00004	g00604	NA	hypothetical protein	90	14	778	1.01	1	2	0	5	0	5	783	hypothetical protein(783)	NA(783)	180	282	281.87
g00388_1_00004	g00388_1	NA	hypothetical protein	90	16	533	1.06	1	3	0	31	0	32	565	hypothetical protein(565)	NA(565)	150	204	201.54
g01801_00006	g01801	NA	LysR family transcriptional regulator	90	3	72	1.04	1	2	2	3	2	3	75	LysR family transcriptional regulator(72):hypothetical protein(4):LysR family regulatory protein(1)	NA(77)	231	822	788.34
g01801_00007	g01801	NA	LysR family transcriptional regulator	90	3	2	1	1	1	0	0	0	0	2	LysR family transcriptional regulator(2)	NA(2)	822	822	822.00
g02282_00004	g02282	NA	hypothetical protein	90	2	37	1	1	1	14	0	14	0	37	hypothetical protein(51)	NA(51)	351	765	555.35
g00501_00004	g00501	NA	hypothetical protein	90	17	290	1.00	1	2	0	1	0	1	291	hypothetical protein(291)	NA(291)	252	252	252.00
g01297_1_00006	g01297_1	NA	cell envelope transcriptional attenuator	90	1	778	1.00	1	2	3	1	3	1	779	cell envelope transcriptional attenuator(782)	NA(782)	273	948	943.66
g03521_00004	g03521	vraR	LuxR family two component transcriptional regulator	90	1	778	1.00	1	2	0	2	0	2	780	LuxR family two component transcriptional regulator(780)	vraR(780)	630	630	630.00
g01959_00004	g01959	NA	hypothetical protein	90	4	20	1.10	1	2	0	2	0	2	22	hypothetical protein(22)	NA(22)	201	201	201.00
g01959_00005	g01959	NA	hypothetical protein	90	4	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	171	180	171.90
g02804_00004	g02804	ykoC	ABC superfamily ATP binding cassette transporter%2C membrane protein	90	2	777	1.00	1	2	0	1	0	1	778	ABC superfamily ATP binding cassette transporter%2C membrane protein(778)	ykoC(778)	807	840	809.35
g01392_2_00005	g01392_2	NA	hypothetical protein	90	2	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	321	321	321.00
g01447_00004	g01447	NA	hypothetical protein	90	5	13	1.08	1	2	0	1	0	1	14	hypothetical protein(14)	NA(14)	519	519	519.00
g01717_00004	g01717	NA	hypothetical protein	90	3	201	1.00	1	2	0	1	0	1	202	hypothetical protein(202)	NA(202)	201	630	446.69
g03246_00004	g03246	NA	hypothetical protein	90	1	777	1.00	1	2	0	2	0	2	779	hypothetical protein(779)	NA(779)	408	459	458.52
g00554_2_00005	g00554_2	NA	hypothetical protein	90	7	53	1.04	1	2	33	2	34	2	55	hypothetical protein(89)	NA(89)	240	852	455.80
g01553_00004	g01553	hemN	coproporphyrinogen III oxidase	90	5	778	1.00	1	2	0	3	0	3	781	coproporphyrinogen III oxidase(781)	hemN(781)	600	1212	1156.76
g04308_00004	g04308	rplS	50S ribosomal protein L19	90	1	778	1.00	1	2	0	1	0	1	779	50S ribosomal protein L19(779)	rplS(779)	339	351	350.98
g00621_1_00007	g00621_1	NA	phage protein	90	1	199	1.01	1	2	0	1	0	1	200	phage protein(200)	NA(200)	423	528	464.20
g00411_2_00015	g00411_2	NA	hypothetical protein	90	11	30	1.03	1	2	0	1	0	1	31	hypothetical protein(31)	NA(31)	384	507	499.06
g00411_2_00016	g00411_2	NA	hypothetical protein	90	11	6	1	1	1	0	0	0	0	6	hypothetical protein(6)	NA(6)	513	513	513.00
g00411_2_00017	g00411_2	NA	hypothetical protein	90	11	2	1	1	1	0	0	0	0	2	hypothetical protein(2)	NA(2)	507	507	507.00
g00411_2_00018	g00411_2	NA	hypothetical protein	90	11	17	1.06	1	2	0	1	0	1	18	hypothetical protein(18)	NA(18)	531	531	531.00
g03661_00004	g03661	NA	hypothetical protein	90	1	8	1	1	1	4	0	4	0	8	hypothetical protein(12)	NA(12)	186	1872	1188.25
g00671_2_00018	g00671_2	sep	enterotoxin P%2C phage associated	90	3	56	1.09	1	2	5	5	5	5	61	enterotoxin P%2C phage associated(66)	sep(66)	216	777	663.23
g01279_00004	g01279	NA	luciferase-like monooxygenase	90	6	778	1.01	1	2	3	5	3	5	783	luciferase-like monooxygenase(786)	NA(786)	180	1062	1057.67
g04233_00004	g04233	kapB	kinase associated protein B	90	1	778	1.00	1	2	0	2	0	2	780	kinase associated protein B(780)	kapB(780)	384	384	384.00
g00469_00004	g00469	trpF	transcription termination/antitermination factor NusG	90	17	776	1	1	1	24	0	24	0	776	transcription termination/antitermination factor NusG(800)	trpF(800)	237	636	611.78
g00904_00004	g00904	NA	membrane-flanked domain-containing protein	90	9	778	1	1	1	2	0	2	0	778	membrane-flanked domain-containing protein(780)	NA(780)	147	495	493.32
g01453_1_00004	g01453_1	NA	hypothetical protein	90	1	769	1.00	1	2	0	1	0	1	770	hypothetical protein(770)	NA(770)	339	690	686.08
g00353_2_00004	g00353_2	NA	putative CsbD family general stress response protein	90	4	764	1.00	1	2	0	2	0	2	766	putative CsbD family general stress response protein(766)	NA(766)	177	231	195.02
g01639_3_00010	g01639_3	NA	hypothetical protein	90	2	21	1	1	1	0	0	0	0	21	hypothetical protein(21)	NA(21)	198	198	198.00
g00482_1_00004	g00482_1	NA	oxidoreductase%2C zinc-binding dehydrogenase family	90	4	774	1.00	1	2	28	2	28	2	776	oxidoreductase%2C zinc-binding dehydrogenase family(804)	NA(804)	159	1044	1006.16
g00654_00004	g00654	NA	hypothetical protein	90	13	137	1.01	1	3	0	1	0	2	139	hypothetical protein(139)	NA(139)	282	384	316.99
g01771_00004	g01771	ureF	urease accessory protein UreF	90	2	778	1.00	1	2	2	1	2	1	779	urease accessory protein UreF(781)	ureF(781)	273	690	688.06
g01955_1_00007	g01955_1	NA	hypothetical protein	90	3	169	1.01	1	2	0	1	0	1	170	hypothetical protein(170)	NA(170)	213	216	215.98
g00768_2_00008	g00768_2	NA	ABC transporter ATP-binding protein	90	1	776	1.01	1	2	14	9	14	9	785	ABC transporter ATP-binding protein(799)	NA(799)	126	1593	1548.48
g04291_00004	g04291	arsC1	putative arsenate Reductase (ArsC) family protein	90	1	776	1.05	1	2	0	37	0	37	813	putative arsenate Reductase (ArsC) family protein(813)	arsC1(813)	192	357	356.80
g01025_2_00008	g01025_2	sec3	staphylococcal enterotoxin C-bovine	90	3	54	1.09	1	2	3	5	3	5	59	staphylococcal enterotoxin C-bovine(59):Enterotoxin type G(2):hypothetical protein(1)	sec3(59):entG(2):NA(1)	180	780	736.11
g00266_2_00010	g00266_2	NA	N-hydroxyarylamine O-acetyltransferase	90	10	129	1	1	1	0	0	0	0	129	N-hydroxyarylamine O-acetyltransferase(128):hypothetical protein(1)	NA(129)	126	204	202.23
g00601_00004	g00601	NA	hypothetical protein	90	13	496	1.02	1	2	0	9	0	9	505	hypothetical protein(505)	NA(505)	150	339	321.40
g01989_00004	g01989	nusG	transcription termination/antitermination factor NusG	90	2	778	1	1	1	1	0	1	0	778	transcription termination/antitermination factor NusG(779)	nusG(779)	237	549	548.17
g02119_00004	g02119	NA	DASS family divalent anion:sodium (Na+) symporter	90	1	778	1.00	1	2	4	2	4	2	780	DASS family divalent anion:sodium (Na+) symporter(784)	NA(784)	345	1566	1551.92
g00184_00016	g00184	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	90	127	355	1.29	1	4	6	93	6	104	459	Deoxyuridine 5'-triphosphate nucleotidohydrolase(438):transcriptional activator(22):putative lipoprotein(3):bacteriophage tail tape measure protein(1):phage protein(1)	dut(438):NA(27)	153	984	500.15
g00184_00017	g00184	NA	phage protein	90	127	308	1.12	1	4	1	35	1	38	346	phage protein(347)	NA(347)	144	300	259.44
g00184_00018	g00184	NA	phage protein	90	127	48	1.10	1	2	0	5	0	5	53	phage protein(53)	NA(53)	189	264	258.34
g00184_00019	g00184	NA	phage protein	90	127	105	1.06	1	3	0	5	0	6	111	phage protein(111)	NA(111)	192	264	260.43
g00184_00020	g00184	NA	phage protein	90	127	215	1.04	1	2	0	8	0	8	223	phage protein(223)	NA(223)	261	264	261.62
g00184_00021	g00184	NA	phage protein	90	127	248	1.07	1	3	0	16	0	17	265	phage protein(265)	NA(265)	261	261	261.00
g00184_00023	g00184	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	90	127	2	1	1	1	0	0	0	0	2	Deoxyuridine 5'-triphosphate nucleotidohydrolase(2)	dut(2)	426	426	426.00
g02510_00004	g02510	lgrE	Linear gramicidin dehydrogenase LgrE	90	2	37	1	1	1	3	0	3	0	37	Linear gramicidin dehydrogenase LgrE(37):Thioesterase PikA5(3)	lgrE(37):pikAV(3)	246	768	703.95
g00947_00004	g00947	crtI	phytoene desaturase	90	5	778	1.00	1	2	6	2	6	2	780	phytoene desaturase(786)	crtI(786)	213	1503	1482.36
g01893_00004	g01893	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C 6-diaminopimelate ligase	90	2	778	1.01	1	2	2	5	2	5	783	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C 6-diaminopimelate ligase(785)	murE(785)	351	1485	1474.84
g03925_00004	g03925	NA	hypothetical protein	90	1	22	1	1	1	1	0	1	0	22	hypothetical protein(23)	NA(23)	153	906	808.17
